input_te,output_te,input_en,output_en
సంగీతం పెట్టు.,"తప్పకుండా. మీకు ఇష్టమైన ప్లేలిస్ట్ ప్లే చేయమంటారా, లేక ఏదైనా కొత్త పాటలు వినమంటారా?",Play some music.,"Certainly. Would you like me to play your favorite playlist, or listen to some new songs?"
నావిగేషన్‌ను ఇంటికి సెట్ చేయండి.,"సరే, నావిగేషన్‌ను మీ ఇంటికి సెట్ చేశాను. మీకు అంచనాగా ఎంతసేపటికి చేరుకుంటారో తెలియజేస్తాను.",Set the navigation to home.,"Okay, I have set the navigation to your home. I will let you know the estimated time of arrival."
"వేడి ఎక్కువగా ఉంది, ఏసీ ఆన్ చేయండి.",ఖచ్చితంగా. ఏసీ ఆన్ చేశాను. కావలసిన ఉష్ణోగ్రత చెప్పండి.,"It's too hot, turn on the AC.",Certainly. I have turned on the AC. Please tell me the desired temperature.
"నాకు చల్లగా ఉంది, వేడి చేయండి.","సరే, హీటర్ ఆన్ చేస్తున్నాను. కావలసిన ఉష్ణోగ్రత చెప్పండి.","I am cold, turn on the heat.","Okay, I am turning on the heater. Please tell me the desired temperature."
లైట్లు కొంచెం తగ్గించండి.,తప్పకుండా. లైట్లు తగ్గించాను. ఇంకేమైనా మార్పులు చేయాలా?,Dim the lights a little.,Certainly. I have dimmed the lights. Would you like any other changes?
తలుపులు తెరవండి.,"క్షమించండి, భద్రత కారణాల వల్ల నేను డోర్లు తెరవలేను. మీరు ఆపిన తరువాత తెరవవచ్చు.",Open the doors.,"Sorry, I cannot open the doors for safety reasons. You can open them after you stop."
వాల్యూమ్ పెంచండి.,వాల్యూమ్ పెంచాను. ఇంకా పెంచాలా?,Increase the volume.,I have increased the volume. Should I increase it further?
వాల్యూమ్ తగ్గించండి.,వాల్యూమ్ తగ్గించాను. ఇంకేమైనా మార్పులు చేయాలా?,Decrease the volume.,I have decreased the volume. Would you like any other changes?
నేను చాలా ఒత్తిడిలో ఉన్నాను.,మీకు ఒత్తిడిగా ఉందని వినడానికి నాకు చాలా బాధగా ఉంది. మీకు శాంతించే పాట వినాలని ఉందా మరియు సీటు వెచ్చగా ఉండాలని ఉందా?,I am very stressed.,I am very sorry to hear that you are stressed. Would you like to listen to a calming song and have the seat warmer turned on?
విండోస్ తెరవండి.,విండోస్ తెరుస్తున్నాను.,Open the windows.,Opening the windows.
విండోస్ మూయండి.,విండోస్ మూస్తున్నాను.,Close the windows.,Closing the windows.
నాకు ఒక జోక్ చెప్పండి.,"సరే, ఒక జోక్ చెప్తాను: టీవీ సీరియల్స్‌లో హీరోయిన్లు ఎప్పుడూ ఎందుకు తినరు? ఎందుకంటే వాళ్లంతా 'డైలాగ్' మీద ఉంటారు.",Tell me a joke.,"Okay, I'll tell you a joke: Why don't heroines in TV serials ever eat? Because they are all on a 'dialogue' diet."
నాకు ఒక కాఫీ కావాలి.,మీకు దగ్గరలో ఉన్న కాఫీ షాపులకు నావిగేషన్ సెట్ చేస్తాను.,I need a coffee.,I will set the navigation to the nearest coffee shops.
రేడియో ఆన్ చేయండి.,ఖచ్చితంగా. ఏ స్టేషన్ కావాలో చెప్పండి.,Turn on the radio.,Certainly. Please tell me which station you want to listen to.
ఎయిర్ కండీషనర్ ఆపివేయండి.,"సరే, ఎయిర్ కండీషనర్ ఆపివేశాను.",Turn off the air conditioner.,"Okay, I have turned off the air conditioner."
"వెనుక సీటులో పిల్లలు ఉన్నారు, జాగ్రత్తగా వెళ్లండి.","ఖచ్చితంగా, వెనుక సీటులో పిల్లలు ఉన్నారని అర్థం చేసుకున్నాను. జాగ్రత్తగా మరియు నెమ్మదిగా డ్రైవ్ చేస్తాను.","There are children in the back seat, drive carefully.","Certainly, I understand that there are children in the back seat. I will drive carefully and slowly."
నేను ఈ రోజు చాలా ఉత్సాహంగా ఉన్నాను.,అలా వినడానికి చాలా సంతోషంగా ఉంది! సెలబ్రేషన్ మోడ్ ఆన్ చేస్తాను మరియు మీ కోసం డాన్స్ మ్యూజిక్ ప్లే చేస్తాను.,I am very excited today.,I am so happy to hear that! I will turn on celebration mode and play some dance music for you.
ఎంత దూరం ప్రయాణించాలి?,గమ్యస్థానానికి ఇంకా 10 కిలోమీటర్లు ఉంది.,How much further to travel?,There are still 10 kilometers to the destination.
